f0_workload,f1_mean,f2_std,f3_delta,f4_trend,f5_ema,f6_temperature,f7_headroom,f8_efficiency,f9_short_long
8348,8845,386,-895,18,8837,12366,9394,681,36
7875,8705,494,-474,-47,8565,12665,9095,677,-345
8669,8755,467,795,-97,8602,12354,9406,683,-732
8100,8703,512,-570,-177,8465,12956,8804,678,-781
7908,8521,504,-191,-173,8285,12397,9363,676,-473
9136,8536,520,1228,-68,8501,12880,8880,685,-248
9557,8604,606,420,67,8780,13205,8555,686,420
9722,8664,685,165,229,9029,13112,8648,687,1292
9769,8842,760,47,287,9253,12413,9347,687,1345
8517,8922,683,-1252,156,9087,12963,8797,683,662
8197,8863,722,-320,69,8852,13025,8735,680,-57
8562,8921,676,365,-38,8792,12540,9220,683,-793
8502,8995,587,-60,-181,8736,13381,8379,683,-920
9261,9011,592,759,-144,8871,12590,9170,686,-377
9002,8942,556,-260,-86,8888,12413,9347,685,-32
8939,8844,472,-62,-3,8879,12368,9392,685,358
8673,8707,318,-266,82,8797,12812,8948,683,263
10130,8908,556,1457,180,9175,13148,8612,688,543
9317,9048,497,-813,138,9242,12685,9075,686,520
9484,9164,477,167,122,9328,13346,8414,686,768
9001,9226,416,-483,38,9260,13787,7973,685,66
8771,9165,441,-230,4,9124,12337,9423,683,-127
9677,9249,466,906,29,9281,13156,8604,687,-159
9685,9342,469,8,32,9403,13567,8193,687,57
9000,9383,421,-684,-68,9311,12528,9232,685,113
9004,9242,325,3,-20,9203,12155,9605,685,-20
9387,9251,328,384,0,9251,13109,8651,686,-193
10068,9324,423,681,93,9472,13086,8674,687,260
9567,9395,410,-501,79,9511,12542,9218,687,447
9527,9489,336,-41,23,9536,13161,8599,686,370
9216,9432,338,-311,21,9443,13044,8716,685,8
8984,9344,352,-232,10,9309,12744,9016,684,-163
9563,9415,332,579,-8,9388,13151,8609,686,-257
9889,9525,324,326,-13,9538,12749,9011,687,-75
10551,9671,461,661,58,9824,13271,8489,687,529
10869,9771,602,318,200,10107,11790,9970,687,1065
10351,9869,624,-518,227,10190,12868,8892,687,1154
10768,10024,672,417,265,10369,13186,8574,687,1022
10579,10194,617,-189,225,10459,12592,9168,687,595
9935,10313,437,-644,74,10355,13013,8747,687,183
9705,10331,408,-230,-57,10196,12783,8977,686,-412
9804,10320,421,99,-149,10096,13091,8669,687,-809
9415,10178,503,-389,-199,9894,12348,9412,686,-859
9107,9958,537,-308,-215,9648,12276,9484,685,-826
8931,9781,607,-176,-258,9430,12310,9450,684,-1007
9097,9572,512,167,-209,9300,12334,9426,685,-843
8942,9367,378,-155,-154,9165,12228,9532,684,-603
9870,9359,366,928,-51,9339,12818,8942,687,-89
8946,9264,362,-924,-48,9220,13777,7983,684,-18
8781,9136,328,-165,-31,9082,13213,8547,684,100
8655,9041,343,-126,-41,8954,11907,9853,683,-396
8352,8947,410,-303,-91,8782,13317,8443,681,-561
8006,8831,515,-346,-171,8562,12939,8821,678,-790
8472,8753,516,466,-173,8523,12524,9236,682,-762
8074,8644,554,-398,-209,8386,11968,9792,679,-737
8019,8413,339,-55,-130,8243,13326,8434,678,-359
7414,8222,410,-605,-156,7993,11923,9837,671,-617
7088,8010,494,-326,-191,7720,12162,9598,666,-805
7043,7809,518,-45,-202,7506,13123,8637,666,-1003
7417,7692,487,374,-177,7458,12406,9354,671,-814
7074,7575,509,-343,-194,7336,12571,9189,666,-635
6937,7383,415,-136,-151,7193,12155,9605,664,-385
7100,7262,329,162,-101,7143,12056,9704,667,-359
7413,7186,183,313,-7,7194,12212,9548,671,-57
7361,7179,176,-52,32,7234,12837,8923,671,179
8138,7310,357,776,102,7489,12240,9520,679,523
7908,7418,389,-230,123,7618,12591,9169,677,614
8330,7533,492,422,199,7821,11656,10104,681,948
8063,7656,486,-267,194,7909,12604,9156,679,710
8123,7804,420,60,156,7996,12542,9218,679,588
8290,7953,349,167,121,8102,12454,9306,681,329
8225,8055,290,-65,86,8155,13019,8741,680,253
7903,8122,150,-321,-1,8107,13163,8597,677,27
7573,8052,235,-330,-45,7958,12895,8865,674,-242
7077,7948,401,-496,-142,7715,12366,9394,667,-688
7695,7869,380,618,-122,7692,12406,9354,675,-672
7111,7750,444,-583,-165,7520,12355,9405,667,-728
7814,7711,422,702,-119,7585,12736,9024,677,-273
6858,7532,442,-956,-128,7364,11680,10080,663,-433
7004,7379,383,146,-98,7240,11326,10434,666,-247
6610,7218,401,-394,-106,7046,12675,9085,659,-630
6395,7070,456,-215,-137,6851,11260,10500,654,-642
6406,6987,506,12,-191,6721,10927,10833,654,-826
7058,6907,433,652,-110,6787,12764,8996,667,-460
6939,6885,427,-119,-85,6820,11697,10063,665,-135
6613,6735,247,-326,-8,6735,11115,10645,659,215
6262,6661,285,-351,-34,6600,12496,9264,651,-90
6705,6623,256,443,6,6618,11906,9854,661,-154
6129,6563,304,-576,-37,6483,11724,10036,648,-316
6147,6532,331,17,-89,6392,11755,10005,648,-329
5810,6458,409,-337,-163,6230,11787,9973,639,-687
5845,6306,383,35,-150,6100,11946,9814,640,-596
6165,6210,299,321,-94,6095,11477,10283,649,-431
6231,6162,259,65,-49,6118,11877,9883,651,-130
6065,6137,258,-166,-46,6099,11756,10004,647,27
6458,6106,195,393,41,6182,10551,11209,656,232
5907,6078,205,-551,27,6107,11011,10749,643,104
6485,6121,246,578,68,6211,11260,10500,657,260
5867,6128,237,-618,14,6127,11636,10124,642,-66
6292,6184,215,425,-3,6181,11981,9779,652,50
7081,6298,366,789,70,6431,12777,8983,667,185
8272,6553,745,1190,227,6948,11367,10393,681,1059
8467,6854,945,195,335,7395,12268,9492,683,1738
8211,7073,1027,-256,405,7647,12477,9283,680,1990
8469,7393,1013,258,397,7924,12807,8953,682,1583
8098,7595,972,-371,358,8012,12212,9548,679,1063
7666,7820,723,-432,179,7976,12470,9290,675,413
8131,8049,436,465,41,8066,12460,9300,680,-135
7626,8118,301,-505,-98,7971,12638,9122,675,-496
7584,8032,340,-42,-126,7855,12583,9177,674,-402
7374,7895,357,-210,-134,7705,10747,11013,671,-587
7255,7776,390,-119,-153,7566,12085,9675,670,-594
7164,7612,334,-91,-130,7429,12333,9427,668,-556
7330,7516,288,166,-101,7383,11343,10417,671,-427
7344,7476,287,15,-100,7364,12921,8839,671,-315
6807,7311,239,-538,-85,7188,11922,9838,662,-240
6627,7186,296,-180,-108,7020,12646,9114,659,-415
6567,7059,315,-60,-117,6879,11470,10290,658,-627
7072,7021,293,505,-82,6919,11978,9782,667,-425
7359,7034,305,286,-29,7032,12097,9663,671,-55
6749,6982,313,-610,-39,6949,11772,9988,661,125
6729,6907,292,-19,-23,6878,11600,10160,661,62
7321,6904,288,591,59,6988,12282,9478,670,47
7867,7036,424,546,129,7237,12251,9509,677,431
7412,7135,409,-456,116,7303,11967,9793,671,638
7276,7223,349,-136,67,7316,12670,9090,669,472
6743,7182,382,-533,11,7163,12328,9432,660,-61
7213,7164,376,469,32,7172,11906,9854,668,-138
6973,7192,352,-240,-28,7128,11322,10438,664,-345
7470,7284,314,497,-54,7234,12617,9143,671,-105
7142,7262,316,-328,-62,7206,12140,9620,667,-107
7040,7159,223,-102,-16,7142,11630,10130,665,94
6703,7070,245,-337,-27,7012,11180,10580,659,-173
6792,7009,246,89,-28,6944,12856,8904,661,-263
7231,7070,233,439,-38,7029,12147,9613,668,-259
7085,7054,227,-146,-21,7039,11640,10120,665,-30
7135,7075,226,50,-23,7068,11931,9829,666,121
7990,7140,363,855,95,7313,11170,10590,677,422
7147,7140,363,-843,96,7271,12629,9131,666,454
7464,7193,376,317,112,7331,12242,9518,671,545
8463,7413,514,999,166,7663,12668,9092,681,445
8776,7661,622,313,213,7997,11449,10311,683,917
8277,7792,627,-499,218,8096,12543,9217,679,1141
8504,7969,602,227,201,8237,12224,9536,681,879
8068,8086,513,-436,120,8221,12690,9070,678,315
8163,8108,512,95,116,8211,12462,9298,679,220
8432,8268,367,268,40,8302,12274,9486,681,-76
7688,8296,308,-744,-94,8155,11962,9798,674,-323
7500,8176,395,-188,-143,7964,12093,9667,672,-485
7864,8062,332,364,-105,7914,11649,10111,676,-605
7348,7946,394,-517,-141,7746,12215,9545,670,-600
7206,7784,398,-142,-143,7575,13253,8507,668,-498
7069,7659,443,-137,-172,7421,12651,9109,666,-722
7159,7533,424,90,-160,7327,12669,9091,667,-622
7380,7402,254,221,-76,7311,12347,9413,671,-318
7785,7414,269,404,-13,7432,12540,9220,676,44
7504,7414,270,-281,3,7450,12185,9575,672,227
7394,7355,210,-110,50,7423,11678,10082,671,329
7455,7369,212,61,57,7434,11746,10014,672,131
7390,7392,203,-64,42,7428,12749,9011,671,34
7627,7462,174,237,27,7493,11896,9864,674,46
8370,7613,315,743,70,7746,12255,9505,681,293
8112,7705,339,-258,86,7858,12736,9024,679,531
7232,7636,371,-880,56,7686,12056,9704,668,431
7300,7610,385,68,14,7584,12470,9290,669,-99
7287,7597,394,-13,-36,7507,11673,10087,669,-518
7183,7563,416,-104,-86,7418,12008,9752,668,-489
7836,7619,419,652,-82,7535,11933,9827,676,-293
7135,7557,449,-701,-121,7421,12513,9247,667,-276
7179,7408,338,44,-66,7328,12445,9315,668,-40
6841,7249,259,-337,-37,7171,12379,9381,662,-316
6792,7194,300,-49,-77,7064,12054,9706,661,-411
7036,7161,301,244,-79,7050,12328,9432,665,-434
7218,7152,299,182,-61,7090,11754,10006,668,-220
6972,7126,304,-245,-73,7054,11855,9905,664,-81
6770,6993,166,-203,-26,6954,12400,9360,661,-10
6681,6936,184,-88,-37,6873,11956,9804,659,-206
6870,6898,160,188,-17,6864,11579,10181,663,-198
6410,6844,228,-459,-63,6738,11968,9792,653,-304
6727,6836,231,317,-78,6734,12685,9075,660,-266
6546,6774,235,-181,-81,6673,11815,9945,656,-341
6519,6687,176,-27,-55,6615,11938,9822,656,-143
6767,6661,145,248,-18,6647,12327,9433,661,-81
6546,6633,143,-221,-16,6616,12505,9255,656,-37
6479,6608,150,-67,-23,6576,12110,9650,655,-17
7266,6658,256,787,59,6760,11778,9982,669,170
7297,6768,311,30,86,6919,12450,9310,669,393
7424,6855,378,127,136,7064,11723,10037,671,758
6392,6836,396,-1032,65,6892,13070,8690,653,322
6259,6804,430,-133,-17,6727,11543,10217,650,-179
6070,6717,495,-190,-82,6543,12306,9454,645,-762
6528,6714,495,458,-117,6539,11442,10318,656,-686
6117,6669,530,-411,-192,6423,12524,9236,646,-690
6248,6542,492,132,-163,6351,10607,11153,649,-391
6306,6418,404,57,-101,6312,11452,10308,651,-311
6232,6269,136,-73,-9,6259,10890,10870,649,-11
6392,6269,136,160,14,6292,11244,10516,653,66
7713,6451,496,1321,134,6688,12182,9578,675,525
6874,6551,490,-839,128,6757,12858,8902,662,707
7967,6731,677,1094,244,7099,11645,10115,677,1259
8674,7051,884,707,340,7564,12056,9704,683,1260
9523,7460,1139,849,460,8145,12942,8818,686,2018
9749,7891,1265,226,527,8642,12382,9378,687,2280
10377,8409,1327,628,556,9191,12759,9001,688,2359
9066,8743,1093,-1312,395,9234,11661,10099,685,1580
8220,8806,1045,-846,241,8995,12917,8843,679,663
7929,8938,839,-291,-39,8758,11951,9809,676,-853
8108,8956,820,179,-212,8599,12432,9328,678,-1392
7810,8848,903,-298,-338,8378,12452,9308,676,-1438
8557,8727,868,747,-290,8395,11877,9883,682,-910
8327,8549,782,-230,-214,8339,12993,8767,680,-509
9251,8408,485,924,41,8535,12767,8993,686,485
8477,8335,420,-773,117,8504,12660,9100,681,560
8385,8355,418,-92,109,8479,12732,9028,681,558
8324,8405,387,-61,60,8451,12039,9721,680,-15
8800,8491,388,476,62,8558,11665,10095,683,19
8153,8534,324,-647,-40,8466,13253,8507,679,-173
7736,8431,418,-418,-104,8261,12805,8955,674,-323
7706,8354,483,-30,-175,8105,13470,8290,674,-783
7484,8133,422,-222,-152,7900,12282,9478,671,-786
7381,7996,464,-103,-178,7740,11892,9868,670,-756
8056,7955,442,675,-131,7810,12099,9661,678,-504
7751,7883,422,-305,-109,7779,12035,9725,675,-246
7291,7695,285,-460,-60,7615,12224,9536,669,7
7353,7594,245,62,-39,7527,11572,10188,670,-208
7361,7548,249,8,-43,7475,11480,10280,670,-341
7672,7543,246,311,-16,7523,12154,9606,674,-131
8983,7731,533,1312,97,7930,12559,9201,684,439
8404,7859,556,-580,116,8077,12251,9509,681,791
8396,7901,582,-7,182,8166,12978,8782,681,1109
8343,7975,596,-54,203,8227,12475,9285,680,649
9054,8196,627,712,219,8483,12279,9481,685,643
8968,8398,581,-87,193,8649,12670,9090,684,625
10162,8748,686,1194,229,9105,12839,8921,687,1035
9504,8977,587,-658,177,9256,13587,8173,686,909
8899,8966,588,-605,171,9164,12029,9731,684,889
8210,8942,614,-689,48,8920,13069,8691,679,-114
8451,8949,608,242,-52,8805,11783,9977,681,-686
7768,8877,702,-684,-215,8529,11415,10345,675,-1174
7912,8734,765,144,-276,8343,11666,10094,676,-1105
7307,8527,889,-605,-370,8038,12645,9115,669,-1383
7057,8138,758,-250,-317,7706,12618,9142,665,-1141
6964,7821,643,-93,-269,7450,12796,8964,663,-1138
6873,7568,562,-91,-232,7250,11218,10542,662,-965
6839,7396,549,-34,-224,7109,11665,10095,661,-807
7187,7238,378,347,-129,7093,11573,10187,667,-435
6372,7064,414,-814,-144,6874,11540,10220,652,-423
6430,6879,312,58,-106,6722,11610,10150,653,-345
6988,6839,272,558,-51,6780,11572,10188,664,-387
6503,6770,278,-484,-56,6695,12317,9443,655,-206
6220,6677,319,-284,-81,6556,11782,9978,648,-170
6752,6661,312,533,-53,6601,11765,9995,660,-271
6266,6590,328,-486,-67,6502,11693,10067,649,-283
6588,6515,240,322,-4,6507,12135,9625,656,33
6576,6541,235,-12,-14,6530,12165,9595,656,-102
6497,6549,232,-79,-29,6523,12385,9375,655,8
6580,6498,165,83,20,6526,12068,9692,656,85
8196,6709,585,1616,163,6991,12491,9269,679,611
7236,6836,576,-960,154,7080,12991,8769,668,801
7196,6892,586,-40,175,7121,12113,9647,667,1041
7281,7019,545,85,140,7189,11568,10192,668,350
7745,7163,565,464,155,7360,11342,10418,674,390
7971,7338,572,227,159,7552,11671,10089,677,525
8505,7589,589,534,166,7846,12309,9451,681,776
7472,7700,457,-1033,48,7777,13175,8585,671,452
7615,7628,416,143,94,7721,12025,9735,673,378
8525,7789,479,910,127,7958,13290,8470,681,131
8930,8005,548,405,159,8249,12465,9295,684,562
8480,8155,491,-450,121,8340,11890,9870,681,783
8919,8302,521,439,140,8517,12086,9674,684,759
8348,8349,505,-571,109,8486,12320,9440,680,373
8910,8400,538,562,172,8603,12566,9194,684,521
9242,8621,470,332,143,8812,12424,9336,685,339
9087,8805,296,-155,74,8921,12651,9109,685,439
8105,8753,369,-981,-14,8706,13397,8363,678,94
7932,8628,448,-173,-64,8485,13087,8673,677,-405
7270,8477,637,-662,-193,8147,12353,9407,668,-1132
8318,8401,616,1048,-159,8173,11398,10362,680,-898
8771,8454,627,452,-134,8334,12629,9131,683,-536
8750,8434,614,-21,-60,8434,12652,9108,683,286
8547,8347,539,-203,36,8443,13035,8725,682,547
9412,8388,601,865,204,8694,12614,9146,686,824
9539,8567,697,127,269,8945,12018,9742,686,958
9416,8753,700,-123,272,9104,12687,9073,686,1125
8969,8965,420,-447,131,9118,12862,8898,684,549
8763,9021,355,-206,45,9041,12044,9716,683,46
8263,8957,431,-500,-45,8833,12347,9413,679,-468
9004,8989,424,740,-63,8883,12086,9674,684,-500
8329,8962,457,-674,-166,8738,13546,8214,680,-688
8503,8848,444,174,-156,8654,12065,9695,681,-378
8758,8751,359,255,-89,8658,12300,9460,683,-353
8521,8639,260,-237,-37,8599,12701,9059,681,-72
8977,8640,261,456,26,8694,12378,9382,684,180
10004,8795,524,1027,153,9056,12775,8985,687,596
9726,8978,561,-278,174,9264,12661,9099,686,946
9911,9091,641,185,255,9451,12930,8830,687,1263
9245,9206,573,-666,186,9425,13248,8512,686,675
8637,9222,553,-608,63,9232,12946,8814,683,67
7987,9126,679,-650,-90,8899,13078,8682,677,-805
8507,9124,680,520,-206,8801,12623,9137,682,-1196
8663,9085,697,156,-260,8758,12642,9118,683,-1119
8737,8927,608,74,-191,8717,12342,9418,684,-466
8888,8822,528,151,-108,8737,12363,9397,684,-95
9660,8791,466,772,78,8960,12373,9387,687,487
9139,8777,455,-521,156,9002,12988,8772,686,722
9366,8868,489,227,190,9113,13239,8521,687,832
8309,8908,424,-1057,49,8921,12998,8762,681,47
7858,8827,539,-450,-82,8637,12973,8787,677,-506
8007,8745,604,148,-168,8461,12590,9170,679,-1100
7903,8641,665,-104,-239,8299,12230,9530,678,-1149
8270,8564,668,367,-243,8274,13126,8634,681,-806
8660,8439,531,390,-118,8343,12609,9151,684,-258
8081,8307,468,-579,-73,8248,11419,10341,679,49
7927,8127,254,-154,9,8128,12358,9402,678,153
8171,8110,246,244,32,8135,12215,9545,680,-80
7779,8100,257,-392,-22,8044,12347,9413,676,-225
7935,8091,261,156,-46,8014,11534,10226,678,-207
9112,8242,414,1178,19,8322,12689,9071,686,53
8350,8252,416,-762,31,8332,12244,9516,682,342
8526,8235,401,176,98,8376,13132,8628,683,684
8821,8328,439,295,130,8508,11593,10167,685,381
8301,8374,413,-520,85,8467,13126,8634,681,280
7579,8300,488,-722,-3,8228,12262,9498,674,-107
7630,8282,510,51,-115,8075,12640,9120,675,-712
6973,8161,667,-657,-261,7772,11863,9897,665,-1228
6765,7868,700,-207,-276,7455,12425,9335,662,-1193
6436,7629,812,-329,-343,7147,11451,10309,655,-1447
6512,7377,807,76,-340,6933,12317,9443,657,-1289
6158,7044,683,-354,-287,6665,11563,10197,649,-1081
6544,6825,502,386,-194,6586,11162,10598,658,-672
6362,6673,429,-182,-152,6496,12091,9669,654,-509
6164,6489,262,-199,-92,6372,12173,9587,649,-212
6224,6396,198,61,-62,6314,11741,10019,650,-233
6313,6339,141,89,-29,6302,12213,9547,652,-169
6147,6303,149,-167,-35,6255,12655,9105,648,-120
7227,6392,340,1080,64,6518,12436,9324,670,272
7540,6565,493,313,135,6812,11423,10337,674,650
6954,6616,509,-587,165,6859,10916,10844,665,998
7012,6698,514,59,171,6915,11679,10081,666,754
7160,6822,490,148,152,7004,11406,10354,668,352
7315,6959,455,155,129,7112,12655,9105,670,327
7973,7166,490,658,145,7374,11893,9867,678,507
7958,7392,371,-15,101,7570,11635,10125,678,570
8655,7571,549,697,189,7881,12839,8921,684,999
7457,7561,551,-1198,176,7773,12424,9336,673,740
6826,7545,569,-631,50,7532,11965,9795,663,162
6569,7489,636,-256,-89,7279,13145,8615,658,-862
7434,7523,625,864,-128,7325,12355,9405,672,-929
6531,7425,706,-903,-233,7105,11359,10401,657,-929
6373,7225,748,-158,-262,6878,11245,10515,654,-714
6529,7047,722,155,-242,6751,11552,10208,657,-910
6597,6790,396,68,-107,6655,12510,9250,658,-463
6491,6669,313,-106,-60,6587,12786,8974,656,-207
7420,6743,400,929,19,6812,11971,9789,672,149
7180,6819,417,-240,37,6921,11735,10025,669,338
7041,6770,361,-139,121,6940,12394,9366,666,709
7306,6867,387,264,140,7053,12763,8997,670,493
7191,6969,349,-115,114,7110,11211,10549,668,336
7117,7043,308,-74,79,7128,11881,9879,667,259
7740,7186,332,623,90,7313,12460,9300,676,262
7243,7280,205,-497,20,7316,12605,9155,669,139
6793,7201,251,-450,-6,7168,11872,9888,662,91
6725,7144,296,-68,-48,7045,12242,9518,661,-359
6653,7096,338,-72,-100,6936,12757,9003,659,-596
6759,7028,344,106,-105,6876,10786,10974,661,-504
7373,7050,360,614,-59,7005,12379,9381,672,-195
6822,7013,366,-551,-71,6951,12813,8947,663,-46
6507,6859,276,-315,-35,6806,11656,10104,657,66
6182,6727,313,-325,-51,6621,11564,10196,649,-357
6359,6672,333,177,-74,6543,11345,10415,654,-517
5711,6546,458,-648,-148,6307,11808,9952,637,-738
6244,6495,466,532,-162,6280,12139,9621,651,-624
6209,6426,463,-34,-158,6247,11340,10420,650,-594
5831,6233,331,-379,-106,6100,12094,9666,640,-222
6412,6182,260,581,-28,6166,12520,9240,655,-50
6801,6219,317,389,59,6333,12473,9287,663,207
6808,6297,371,7,104,6469,12925,8835,663,603
8386,6550,787,1578,285,7005,12265,9495,682,1250
7629,6790,787,-757,285,7214,12181,9579,675,1309
7596,6959,796,-33,293,7347,12698,9062,675,1458
7622,7136,767,26,268,7455,11588,10172,675,768
8364,7452,681,742,231,7753,11692,10068,682,654
8529,7717,635,165,209,8006,12032,9728,683,728
9325,8033,722,796,245,8406,11844,9916,687,1131
8446,8237,560,-879,148,8461,12863,8897,683,847
8784,8287,588,338,210,8553,12599,9161,685,903
8863,8441,556,79,187,8665,12283,9477,685,410
9403,8667,534,540,177,8900,11603,10157,688,559
9256,8871,387,-147,114,9034,12142,9618,687,484
9057,8958,338,-199,75,9059,13434,8326,686,449
8898,9004,300,-159,24,9029,13690,8070,686,106
8574,8910,302,-323,23,8894,13560,8200,684,-107
7940,8847,422,-634,-108,8642,12715,9045,678,-602
7889,8735,529,-52,-194,8429,11907,9853,678,-961
7658,8584,632,-231,-270,8203,12108,9652,675,-1208
7878,8394,585,220,-242,8079,12813,8947,678,-937
7390,8160,566,-488,-233,7855,13554,8206,672,-830
7258,7936,521,-132,-212,7656,12711,9049,670,-683
7348,7742,402,89,-158,7535,12266,9494,671,-656
7851,7651,261,504,-60,7594,12356,9404,678,-265
7218,7561,271,-633,-65,7480,11610,10150,670,-142
7582,7523,242,364,-28,7497,11512,10248,675,44
6785,7414,335,-797,-75,7295,11824,9936,662,-350
6873,7288,326,88,-70,7161,12061,9699,664,-333
7317,7279,324,444,-57,7198,11597,10163,671,-460
7496,7309,331,179,-41,7279,13029,8731,673,-128
6982,7263,347,-514,-64,7195,11698,10062,666,3
7712,7246,320,729,36,7320,12057,9703,676,242
7323,7259,321,-388,40,7324,11716,10044,671,129
7334,7228,299,10,80,7320,11566,10194,671,365
7366,7300,249,32,45,7347,11754,10006,671,65
7282,7352,192,-83,-3,7342,12994,8766,670,-39
7035,7316,219,-247,-33,7258,12425,9335,666,-142
7760,7349,260,725,23,7391,12169,9591,676,16
7402,7402,219,-358,-11,7405,12050,9710,672,-4
6796,7287,263,-606,-29,7227,12748,9012,663,51
6275,7156,424,-521,-109,6960,12182,9578,652,-531
6405,7040,482,130,-153,6796,11844,9916,655,-877
6044,6875,562,-361,-201,6571,12145,9615,646,-1014
6404,6765,558,360,-197,6505,11409,10351,655,-769
6601,6711,550,197,-181,6517,11691,10069,659,-578
6384,6539,385,-218,-96,6445,12573,9187,654,-121
6595,6438,214,211,1,6460,12888,8872,659,142
6752,6433,205,157,65,6532,11371,10389,662,231
6556,6468,199,-195,59,6546,11806,9954,658,267
7170,6563,303,613,111,6723,12055,9705,669,420
6285,6593,258,-885,32,6620,11841,9919,652,123
6933,6659,269,648,40,6713,12463,9297,665,218
7120,6724,307,188,72,6829,11417,10343,668,88
7020,6804,290,-101,60,6895,12176,9584,667,353
7452,6911,346,432,92,7058,12483,9277,673,458
7639,7022,413,187,135,7228,13021,8739,675,557
6843,7058,382,-795,71,7139,11409,10351,664,406
